,taxon.name,taxon.id,taxon.rank,count,taxon.observations_count,taxon.ancestor_ids
196,Pleurotus calyptratus,626854,species,12,122,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 48495, 48496, 626854]"
197,Cortinarius praestans,765052,species,12,86,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1153054, 765052]"
198,Panaeolus foenisecii,902551,species,12,13633,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1180803, 118262, 902551]"
199,Hydnum repandum,48641,species,11,2283,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 48422, 969899, 969903, 48641]"
200,Hygrophorus hypothejus,118324,species,11,501,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135949, 1135960, 1135970, 118324]"
201,Sarcodon imbricatus,122335,species,11,2961,"[48460, 47170, 47169, 492000, 50814, 52526, 52527, 122336, 122335]"
202,Phellinus igniarius,125136,species,11,5750,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 118087, 125136]"
203,Tapinella atrotomentosa,154450,species,11,5868,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 118204, 118205, 154450]"
204,Pseudevernia furfuracea,175355,species,11,4766,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 175350, 175355]"
205,Cerrena unicolor,194476,species,11,14151,"[48460, 47170, 47169, 492000, 50814, 47380, 974712, 194479, 194476]"
206,Pluteus petasatus,347897,species,11,4385,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 1366821, 347897]"
207,Pluteus aurantiorugosus,351886,species,11,340,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 1366819, 351886]"
208,Cuphophyllus pratensis,361641,species,11,2153,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1247546, 361640, 1135347, 361641]"
209,Hemipholiota populnea,786894,species,11,1820,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 786892, 786894]"
210,Trametes betulina,786918,species,11,11534,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 47378, 786918]"
211,Echinoderma asperum,1280949,species,11,2244,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 542909, 1280949]"
212,Hygrophorus glutinifer,1440333,species,11,105,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135949, 1440334, 1440333]"
213,Gomphidius glutinosus,48424,species,10,1750,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48426, 48425, 48424]"
214,Amanita vaginata,55482,species,10,8018,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 906594, 55482]"
215,Calvatia gigantea,57692,species,10,11437,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48445, 57693, 57692]"
216,Clitopilus prunulus,64708,species,10,3367,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 64709, 1428793, 64708]"
217,Verpa conica,118002,species,10,856,"[48460, 47170, 48250, 372740, 152032, 48717, 56831, 118001, 118002]"
218,Lentinellus ursinus,118231,species,10,2463,"[48460, 47170, 47169, 492000, 50814, 48341, 55176, 118238, 118231]"
219,Armillaria gallica,118401,species,10,3928,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 55930, 118401]"
220,Evernia prunastri,123175,species,10,21192,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 123176, 123175]"
221,Lactarius deterrimus,194385,species,10,2043,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 1303228, 194385]"
222,Gloeoporus dichrous,202418,species,10,3821,"[48460, 47170, 47169, 492000, 50814, 47380, 964622, 202427, 202418]"
223,Entoloma clypeatum,344650,species,10,132,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1366583, 1416478, 344650]"
224,Agrocybe molesta,354697,species,10,1079,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 118395, 354697]"
225,Puccinia urticata,418616,species,10,1120,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 418616]"
226,Helvella lacunosa,475619,species,10,1140,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 49206, 475619]"
227,Butyriboletus fuscoroseus,544549,species,10,30,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 372727, 544549]"
228,Rubroboletus satanas,544554,species,10,280,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 544553, 544554]"
229,Coprinopsis alopecia,851559,species,10,71,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 48522, 1180042, 851559]"
230,Lactarius serifluus,875079,species,10,63,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1046273, 875079]"
231,Desarmillaria tabescens,895035,species,10,1379,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 895036, 895035]"
232,Galactinia saniosa,1110801,species,10,28,"[48460, 47170, 48250, 372740, 152032, 48717, 57373, 1019886, 1110801]"
233,Agaricus augustus,49547,species,9,4353,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824802, 847564, 49547]"
234,Hygrocybe chlorophana,53474,species,9,920,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135226, 1135227, 51871, 1135480, 1135484, 1134097, 53474]"
235,Parmelia sulcata,54734,species,9,24257,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 54735, 54734]"
236,Helvella elastica,63246,species,9,565,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 49206, 63246]"
237,Sarcosphaera coronaria,68183,species,9,802,"[48460, 47170, 48250, 372740, 152032, 48717, 57373, 68184, 68183]"
238,Agrocybe praecox,118391,species,9,7486,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 118395, 1468920, 118391]"
239,Rhytisma acerinum,130935,species,9,8925,"[48460, 47170, 48250, 372740, 55523, 125771, 125772, 130943, 130935]"
240,Chalciporus piperatus,147354,species,9,2991,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 118365, 147354]"
241,Hebeloma crustuliniforme,194307,species,9,2429,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 192716, 1370549, 1428689, 194307]"
242,Russula heterophylla,203806,species,9,137,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 1396254, 203806]"
243,Macrolepiota excoriata,334321,species,9,157,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 63402, 1398105, 334321]"
244,Amanita strobiliformis,350061,species,9,361,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142598, 1142623, 350061]"
245,Crepidotus applanatus,350514,species,9,5769,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416506, 118288, 350514]"
246,Hygrocybe acutoconica,367288,species,9,2459,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135226, 1135227, 51871, 1135480, 1101271, 1135482, 367288]"
247,Leccinum albostipitatum,509026,species,9,1094,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1199038, 54203, 509026]"
248,Hericium alpestre,513328,species,9,48,"[48460, 47170, 47169, 492000, 50814, 48341, 49159, 49160, 513328]"
249,Geopora sumneriana,538588,species,9,157,"[48460, 47170, 48250, 372740, 152032, 48717, 48718, 58689, 538588]"
250,Leucocortinarius bulbiger,567068,species,9,109,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 567069, 567068]"
251,Helvella monachella,631608,species,9,97,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 49206, 631608]"
252,Pseudoinonotus dryadeus,787944,species,9,6889,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 57523, 787944]"
253,Fuscoporia torulosa,995149,species,9,429,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 328266, 995149]"
254,Coprinopsis atramentaria,48521,species,8,13743,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 48522, 1180054, 48521]"
255,Gloeophyllum sepiarium,67338,species,8,9889,"[48460, 47170, 47169, 492000, 50814, 67339, 67340, 67341, 67338]"
256,Rickenella fibula,118170,species,8,5616,"[48460, 47170, 47169, 492000, 50814, 57519, 541370, 118174, 118170]"
257,Tricholoma saponaceum,118213,species,8,1154,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1377699, 118213]"
258,Irpex lacteus,130910,species,8,10422,"[48460, 47170, 47169, 492000, 50814, 47380, 964622, 130927, 130910]"
259,Hohenbuehelia petaloides,154750,species,8,2832,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 48495, 154753, 154750]"
260,Lactarius sanguifluus,332501,species,8,243,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 1303228, 332501]"
261,Peniophora quercina,332673,species,8,412,"[48460, 47170, 47169, 492000, 50814, 48341, 55878, 55879, 332673]"
262,Russula chloroides,332680,species,8,153,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167951, 1397334, 332680]"
263,Hypoxylon fragiforme,351126,species,8,2000,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 785476, 48804, 351126]"
264,Pleurotus cornucopiae,351875,species,8,158,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 48495, 48496, 351875]"
265,Polyporus tuberaster,351927,species,8,1774,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 50884, 351927]"
266,Strobilomyces strobilaceus,352462,species,8,10166,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 125713, 352462]"
267,Tricholoma sulphureum,408299,species,8,868,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444966, 1377704, 408299]"
268,Chlorophyllum olivieri,424530,species,8,2350,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 56536, 1413392, 424530]"
269,Xerocomellus pruinatus,474502,species,8,398,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1135850, 416305, 474502]"
270,Imleria badia,510854,species,8,5387,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1135850, 510855, 510854]"
271,Neoboletus luridiformis,553909,species,8,1867,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 553906, 553909]"
272,Cantharellus amethysteus,566555,species,8,126,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 47348, 1374657, 1199091, 566555]"
273,Mycosarcoma maydis,1409663,species,8,1251,"[48460, 47170, 47169, 951335, 83712, 83713, 83714, 1409661, 1409663]"
274,Aleuria aurantia,48716,species,7,6792,"[48460, 47170, 48250, 372740, 152032, 48717, 48718, 48719, 48716]"
275,Hericium erinaceus,49158,species,7,8577,"[48460, 47170, 47169, 492000, 50814, 48341, 49159, 49160, 49158]"
276,Urnula craterium,58709,species,7,5157,"[48460, 47170, 48250, 372740, 152032, 48717, 57371, 58713, 58709]"
277,Tulostoma brumale,60902,species,7,524,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181092, 60903, 60902]"
278,Amanita fulva,63027,species,7,7642,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 906594, 63027]"
279,Geastrum triplex,63076,species,7,3251,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085910, 63076]"
280,Abortiporus biennis,118041,species,7,5218,"[48460, 47170, 47169, 492000, 50814, 47380, 559351, 118049, 118041]"
281,Trametes ochracea,118111,species,7,9344,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 47378, 1153556, 118111]"
282,Bovista plumbea,118132,species,7,1153,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48445, 81948, 1296852, 118132]"
283,Chlorociboria aeruginascens,122329,species,7,4929,"[48460, 47170, 48250, 372740, 55523, 49073, 791906, 54595, 122329]"
284,Gymnopilus penetrans,194304,species,7,2277,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 83198, 194304]"
285,Gymnopus aquosus,198912,species,7,128,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 55293, 1134711, 198912]"
286,Amanita ovoidea,332463,species,7,468,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142598, 1142605, 332463]"
287,Boletus pinophilus,335942,species,7,921,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1135850, 48703, 335942]"
288,Pseudoclitocybe cyathiformis,339415,species,7,2715,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1096394, 332677, 339415]"
289,Hydnum rufescens,340866,species,7,536,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 48422, 969901, 969904, 969908, 340866]"
290,Hebeloma sinapizans,344561,species,7,152,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 192716, 1428678, 344561]"
291,Craterellus tubaeformis,350511,species,7,5010,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 48611, 1398880, 350511]"
292,Lepiota clypeolaria,351371,species,7,1080,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 351371]"
293,Pholiota lenta,351824,species,7,204,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 64076, 1148459, 1148460, 351824]"
294,Russula foetens,352283,species,7,1400,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 1396198, 1366834, 352283]"
295,Suillus collinitus,363592,species,7,649,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 1432580, 53489, 53490, 363592]"
296,Gymnosporangium clavariiforme,407921,species,7,764,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 1151238, 121688, 407921]"
297,Xerocomellus porosporus,474202,species,7,175,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1135850, 416305, 474202]"
298,Lactarius controversus,479681,species,7,401,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 479681]"
299,Trametopsis cervina,485771,species,7,1609,"[48460, 47170, 47169, 492000, 50814, 47380, 964622, 485772, 485771]"
300,Mycena polygramma,499257,species,7,231,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 499257]"
301,Marasmius bulliardii,517700,species,7,122,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 49545, 54067, 1366791, 517700]"
302,Cyanoboletus pulverulentus,517822,species,7,508,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 518642, 517822]"
303,Cantharellus ferruginascens,557140,species,7,41,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 47348, 1374657, 557140]"
304,Imperator rhodopurpureus,824670,species,7,33,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 824667, 824670]"
305,Rhodocollybia asema,869526,species,7,251,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 118165, 869526]"
306,Cyanosporus caesius,959237,species,7,2099,"[48460, 47170, 47169, 492000, 50814, 47380, 1415510, 959236, 959237]"
307,Humaria hemisphaerica,58687,species,6,984,"[48460, 47170, 48250, 372740, 152032, 48717, 48718, 58688, 58687]"
308,Leccinum scabrum,63232,species,6,11330,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1199038, 54203, 1397470, 63232]"
309,Parasola plicatilis,63583,species,6,14737,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 56311, 1180101, 63583]"
310,Cyathus olla,118131,species,6,2452,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 121439, 68301, 118131]"
311,Tricholoma batschii,118198,species,6,273,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1366846, 118198]"
312,Leucoagaricus americanus,119984,species,6,5640,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 119985, 119984]"
313,Russula parazurea,122332,species,6,183,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 1397342, 122332]"
314,Russula nigricans,194414,species,6,1499,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167956, 1483295, 1396126, 194414]"
315,Hygrophorus russula,206118,species,6,644,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135949, 1135962, 1135966, 206118]"
316,Exidia truncata,335990,species,6,346,"[48460, 47170, 47169, 492000, 50814, 50815, 50816, 55569, 335990]"
317,Tricholoma populinum,341798,species,6,107,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1366846, 341798]"
318,Guepinia helvelloides,348814,species,6,2121,"[48460, 47170, 47169, 492000, 50814, 50815, 348834, 348814]"
319,Amanita crocea,350033,species,6,1051,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 906594, 350033]"
320,Amanita junquillea,350046,species,6,1891,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 954920, 1144758, 350046]"
321,Hymenochaete rubiginosa,351061,species,6,1737,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 202468, 351061]"
322,Lactarius torminosus,351313,species,6,1540,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 351313]"
323,Lactifluus vellereus,351324,species,6,553,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 353211, 1105687, 1105729, 351324]"
324,Russula delica,352278,species,6,1035,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167951, 1397334, 352278]"
325,Coprinopsis romagnesiana,371747,species,6,700,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 48522, 1180054, 371747]"
326,Butyriboletus appendiculatus,372726,species,6,117,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 372727, 372726]"
327,Cortinarius infractus,381919,species,6,213,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1433691, 1152008, 381919]"
328,Russula torulosa,483989,species,6,99,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 483989]"
329,Entoloma sepium,500144,species,6,61,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1366583, 1416478, 500144]"
330,Hemileccinum depilatum,542660,species,6,62,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 542659, 542660]"
331,Neoboletus erythropus,553907,species,6,1741,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 553906, 553907]"
332,Marasmius wynneae,747487,species,6,118,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 49545, 54067, 747487]"
333,Hygrophorus cossus,765272,species,6,54,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135951, 1135953, 1135956, 765272]"
334,Lactarius semisanguifluus,775629,species,6,86,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 1303228, 775629]"
335,Etheirodon fimbriatum,992719,species,6,168,"[48460, 47170, 47169, 492000, 50814, 47380, 974717, 992717, 992719]"
336,Craterellus undulatus,1137797,species,6,162,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 48611, 1137797]"
337,Inocybe lilacina,1288764,species,6,1020,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55574, 58679, 1366614, 1288764]"
338,Hygrophorus pinophilus,1371271,species,6,32,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135949, 1371270, 1371271]"
339,Ascocoryne sarcoides,49075,species,5,5815,"[48460, 47170, 48250, 372740, 55523, 49073, 791908, 49072, 49075]"
340,Phyllotopsis nidulans,52529,species,5,7616,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 1128529, 52530, 52529]"
341,Clavariadelphus pistillaris,55156,species,5,430,"[48460, 47170, 47169, 492000, 50814, 891028, 55154, 55155, 55153, 55156]"
342,Scleroderma citrinum,55927,species,5,18614,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 474345, 55928, 55929, 55927]"
343,Agaricus arvensis,58699,species,5,5410,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824802, 847564, 58699]"
344,Ganoderma adspersum,63509,species,5,220,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 48475, 559675, 1129535, 63509]"
345,Bulgaria inquinans,83419,species,5,2691,"[48460, 47170, 48250, 372740, 55523, 738901, 792846, 83421, 83419]"
346,Trichaptum abietinum,118115,species,5,12609,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 118119, 118115]"
347,Panaeolus papilionaceus,118263,species,5,4557,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1180803, 118262, 118263]"
348,Crinipellis scabella,118282,species,5,186,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 49545, 118284, 118282]"
349,Agaricus moelleri,118382,species,5,443,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824804, 793870, 118382]"
350,Agrocybe pediades,118393,species,5,11379,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 118395, 118393]"
351,Cordyceps militaris,119118,species,5,1291,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 58706, 58707, 119118]"
352,Daldinia concentrica,121714,species,5,4548,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 785476, 85433, 1146657, 121714]"
353,Physcia adscendens,124439,species,5,9029,"[48460, 47170, 48250, 372740, 54743, 952186, 372828, 60717, 117887, 124439]"
354,Clavulina cinerea,125366,species,5,1516,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 63266, 125366]"
355,Kretzschmaria deusta,128051,species,5,6499,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 48806, 128052, 128051]"
356,Phallus hadriani,128521,species,5,2147,"[48460, 47170, 47169, 492000, 50814, 891028, 48708, 51136, 54593, 128521]"
357,Suillus grevillei,147277,species,5,4056,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 1432580, 53489, 53490, 147277]"
358,Geastrum fimbriatum,179167,species,5,828,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085874, 179167]"
359,Pleurotus eryngii,205516,species,5,493,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 48495, 48496, 1196165, 205516]"
360,Lactarius aurantiacus,332500,species,5,406,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1046273, 332500]"
361,Helvella solitaria,348176,species,5,286,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 49206, 348176]"
362,Amanita echinocephala,350037,species,5,126,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142598, 1142605, 350037]"
363,Crepidotus calolepis,350515,species,5,419,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416506, 118288, 350515]"
364,Puccinia violae,352146,species,5,548,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 352146]"
365,Russula sanguinea,352308,species,5,5523,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 352308]"
366,Claviceps purpurea,360212,species,5,938,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 123254, 123250, 1390997, 360212]"
367,Lactarius blennius,382877,species,5,263,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 382877]"
368,Mycena pelianthina,383198,species,5,90,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 1101287, 383198]"
369,Uromyces erythronii,461581,species,5,77,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 320859, 461581]"
370,Amanita fulvoides,542719,species,5,26,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 906594, 542719]"
371,Suillellus mendax,542911,species,5,65,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 446872, 542911]"
372,Rubroboletus legaliae,544555,species,5,58,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 544553, 544555]"
373,Russula violeipes,557139,species,5,105,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 1396116, 557139]"
374,Gymnopus ocior,558051,species,5,108,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 55293, 1134711, 558051]"
375,Russula solaris,567147,species,5,69,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396300, 567147]"
376,Cortinarius dibaphus,1134111,species,5,25,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151859, 1134111]"
377,Hericium clathroides,1285942,species,5,27,"[48460, 47170, 47169, 492000, 50814, 48341, 49159, 49160, 1285942]"
378,Ramaria formosa,48770,species,4,270,"[48460, 47170, 47169, 492000, 50814, 891028, 55154, 48710, 48707, 48770]"
379,Scutellinia,49138,genus,4,13142,"[48460, 47170, 48250, 372740, 152032, 48717, 48718, 49138]"
380,Hypholoma capnoides,64071,species,4,7519,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 48769, 64071]"
381,Pluteus romellii,64087,species,4,642,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 1366819, 1403811, 64087]"
382,Leucopaxillus gentianeus,67346,species,4,2022,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 67347, 67346]"
383,Flavoparmelia caperata,117943,species,4,37146,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 117951, 117943]"
384,Nectria cinnabarina,118012,species,4,4265,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 118017, 118022, 1468921, 118012]"
385,Steccherinum ochraceum,118096,species,4,3464,"[48460, 47170, 47169, 492000, 50814, 47380, 974717, 118097, 118096]"
386,Tricholoma sejunctum,118207,species,4,213,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1377701, 118207]"
387,Lyophyllum decastes,118243,species,4,3023,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 118248, 118243]"
388,Mycena sanguinolenta,118253,species,4,600,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 118253]"
389,Phaeomarasmius erinaceus,118261,species,4,307,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416523, 118264, 118261]"
390,Pluteus semibulbosus,118280,species,4,50,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 1366819, 1443554, 118280]"
391,Hygrophorus pudorinus,118323,species,4,104,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135949, 1135962, 1135967, 118323]"
392,Inocybe geophylla,118336,species,4,3735,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55574, 58679, 1366601, 118336]"
