,taxon.name,taxon.id,taxon.rank,count,taxon.observations_count,taxon.ancestor_ids
395,Leucocortinarius bulbiger,567068,species,9,109,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 567069, 567068]"
396,Lactarius semisanguifluus,775629,species,9,86,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 1303228, 775629]"
397,Beauveria bassiana,862160,species,9,1003,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 58706, 328139, 862160]"
398,Vanderbylia fraxinea,1124968,species,9,197,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 1124967, 1124968]"
399,Aleuria aurantia,48716,species,8,6792,"[48460, 47170, 48250, 372740, 152032, 48717, 48718, 48719, 48716]"
400,Clavulina rugosa,81961,species,8,3182,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 63266, 81961]"
401,Flavoparmelia caperata,117943,species,8,37146,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 117951, 117943]"
402,Nectria cinnabarina,118012,species,8,4265,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 118017, 118022, 1468921, 118012]"
403,Abortiporus biennis,118041,species,8,5218,"[48460, 47170, 47169, 492000, 50814, 47380, 559351, 118049, 118041]"
404,Lactarius rufus,118223,species,8,3949,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1046273, 118223]"
405,Gymnopilus sapineus,118302,species,8,5458,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 83198, 118302]"
406,Cortinarius caperatus,125364,species,8,2083,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1433698, 375149, 125364]"
407,Disciotis venosa,126911,species,8,363,"[48460, 47170, 48250, 372740, 152032, 48717, 56831, 126912, 126911]"
408,Kretzschmaria deusta,128051,species,8,6499,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 48806, 128052, 128051]"
409,Hypomyces chrysospermus,152947,species,8,6896,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 48247, 48246, 152947]"
410,Kuehneromyces mutabilis,153033,species,8,5078,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 153034, 153033]"
411,Gymnopus erythropus,179105,species,8,421,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 55293, 1134711, 179105]"
412,Geastrum fimbriatum,179167,species,8,828,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085874, 179167]"
413,Pleurotus dryinus,334340,species,8,969,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 48495, 48496, 334340]"
414,Tricholoma populinum,341798,species,8,107,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1366846, 341798]"
415,Helvella solitaria,348176,species,8,286,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 49206, 348176]"
416,Agaricus porphyrocephalus,350003,species,8,48,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824801, 844123, 350003]"
417,Craterellus tubaeformis,350511,species,8,5010,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 48611, 1398880, 350511]"
418,Entoloma sericeum,350740,species,8,2074,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1416381, 1420897, 1420900, 350740]"
419,Lactarius zonarius,351316,species,8,125,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1370560, 351316]"
420,Russula olivacea,352303,species,8,285,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396319, 352303]"
421,Syzygites megalocarpus,366755,species,8,1642,"[48460, 47170, 55113, 794033, 794035, 123763, 794036, 366756, 366755]"
422,Mycena pelianthina,383198,species,8,90,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 1101287, 383198]"
423,Gymnosporangium clavariiforme,407921,species,8,764,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 1151238, 121688, 407921]"
424,Gymnopus hariolorum,497529,species,8,27,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 55293, 497529]"
425,Amanita fulvoides,542719,species,8,26,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 906594, 542719]"
426,Gymnopus ocior,558051,species,8,108,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 55293, 1134711, 558051]"
427,Hygrophorus cossus,765272,species,8,54,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135951, 1135953, 1135956, 765272]"
428,Imperator rhodopurpureus,824670,species,8,33,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 824667, 824670]"
429,Rhodocollybia asema,869526,species,8,251,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 118165, 869526]"
430,Phylloporia ribis,875132,species,8,57,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 328269, 875132]"
431,Leccinellum griseum,994898,species,8,34,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1199038, 332503, 1227178, 994898]"
432,Pseudosperma rimosum,1112492,species,8,547,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55574, 1112464, 1112492]"
433,Cortinarius dibaphus,1134111,species,8,25,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151859, 1134111]"
434,Collybiopsis ramealis,1275332,species,8,177,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 374622, 1275331, 1275332]"
435,Hericium clathroides,1285942,species,8,27,"[48460, 47170, 47169, 492000, 50814, 48341, 49159, 49160, 1285942]"
436,Mycosarcoma maydis,1409663,species,8,1251,"[48460, 47170, 47169, 951335, 83712, 83713, 83714, 1409661, 1409663]"
437,Irpex latemarginatus,1427972,species,8,145,"[48460, 47170, 47169, 492000, 50814, 47380, 964622, 130927, 1427972]"
438,Macrocystidia cucumis,49544,species,7,540,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1181402, 49546, 49544]"
439,Phyllotopsis nidulans,52529,species,7,7616,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 1128529, 52530, 52529]"
440,Clavariadelphus pistillaris,55156,species,7,430,"[48460, 47170, 47169, 492000, 50814, 891028, 55154, 55155, 55153, 55156]"
441,Agaricus bisporus,61395,species,7,1196,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824804, 824808, 1444566, 61395]"
442,Laccaria bicolor,63238,species,7,991,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 351075, 54895, 63238]"
443,Clavulina coralloides,63260,species,7,8533,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 63266, 63260]"
444,Thelephora terrestris,118102,species,7,5111,"[48460, 47170, 47169, 492000, 50814, 52526, 118108, 118110, 118102]"
445,Scleroderma cepa,118147,species,7,2996,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 474345, 55928, 55929, 118147]"
446,Russula brevipes,118179,species,7,8957,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167951, 1397334, 118179]"
447,Tubaria conspersa,118217,species,7,358,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416523, 55575, 118217]"
448,Panaeolus papilionaceus,118263,species,7,4557,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1180803, 118262, 118263]"
449,Pluteus salicinus,118281,species,7,295,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 1366821, 118281]"
450,Sarcoscypha austriaca,126913,species,7,4857,"[48460, 47170, 48250, 372740, 152032, 48717, 49135, 49136, 126913]"
451,Phallus hadriani,128521,species,7,2147,"[48460, 47170, 47169, 492000, 50814, 891028, 48708, 51136, 54593, 128521]"
452,Suillus grevillei,147277,species,7,4056,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 1432580, 53489, 53490, 147277]"
453,Amanita ovoidea,332463,species,7,468,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142598, 1142605, 332463]"
454,Stereum gausapatum,332685,species,7,1337,"[48460, 47170, 47169, 492000, 50814, 48341, 55502, 55503, 332685]"
455,Tricholoma scalpturatum,340560,species,7,336,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444969, 1366847, 1441770, 340560]"
456,Amanita crocea,350033,species,7,1051,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 906594, 350033]"
457,Crepidotus calolepis,350515,species,7,419,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416506, 118288, 350515]"
458,Strobilurus tenacellus,352463,species,7,106,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 133083, 352463]"
459,Butyriboletus appendiculatus,372726,species,7,117,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 372727, 372726]"
460,Spinellus fusiger,425360,species,7,1119,"[48460, 47170, 55113, 794033, 794035, 123763, 319607, 425361, 425360]"
461,Psathyrella spadiceogrisea,448014,species,7,137,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 67745, 1179784, 448014]"
462,Calocybe ionides,552578,species,7,53,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 358134, 552578]"
463,Russula violeipes,557139,species,7,105,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 1396116, 557139]"
464,Tricholoma sciodes,806590,species,7,50,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1377701, 806590]"
465,Lactarius mairei,822245,species,7,44,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 822245]"
466,Lepiota erminea,854519,species,7,72,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 854519]"
467,Dissingia leucomelaena,1069001,species,7,343,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 1068988, 1069001]"
468,Pleurocybella porrigens,48509,species,6,3872,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 1128529, 48510, 48509]"
469,Clavaria fragilis,53885,species,6,5896,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128526, 49461, 53886, 53885]"
470,Lactarius alnicola,54599,species,6,4050,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 54599]"
471,Stereum ostrea,55496,species,6,14636,"[48460, 47170, 47169, 492000, 50814, 48341, 55502, 55503, 55496]"
472,Mycena galopus,55923,species,6,1076,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 55923]"
473,Bulgaria inquinans,83419,species,6,2691,"[48460, 47170, 48250, 372740, 55523, 738901, 792846, 83421, 83419]"
474,Gyromitra esculenta,85120,species,6,6026,"[48460, 47170, 48250, 372740, 152032, 48717, 85119, 85118, 951401, 85120]"
475,Stereum sanguinolentum,118104,species,6,457,"[48460, 47170, 47169, 492000, 50814, 48341, 55502, 55503, 118104]"
476,Suillus lakei,118159,species,6,1949,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 1432580, 53489, 53490, 118159]"
477,Baeospora myosura,118349,species,6,2644,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 118042, 118350, 118349]"
478,Cordyceps militaris,119118,species,6,1291,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 58706, 58707, 119118]"
479,Conocybe tenera,121765,species,6,1810,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55472, 117228, 121765]"
480,Russula xerampelina,154875,species,6,4457,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396136, 154875]"
481,Armillaria ostoyae,192381,species,6,4880,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 55930, 192381]"
482,Scleroderma bovista,194501,species,6,495,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 474345, 55928, 55929, 194501]"
483,Mycetinis scorodonius,203669,species,6,687,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 203670, 203669]"
484,Hygrophorus russula,206118,species,6,644,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135949, 1135962, 1135966, 206118]"
485,Marasmius epiphyllus,207599,species,6,267,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 49545, 54067, 207599]"
486,Inonotus cuticularis,344540,species,6,87,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 57527, 344540]"
487,Amanita echinocephala,350037,species,6,126,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142598, 1142605, 350037]"
488,Amanita junquillea,350046,species,6,1891,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 954920, 1144758, 350046]"
489,Diatrype stigma,350663,species,6,1349,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 352307, 353179, 350663]"
490,Hohenbuehelia angustata,351008,species,6,253,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 48495, 154753, 351008]"
491,Lactarius pallidus,351301,species,6,63,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 351301]"
492,Melanoleuca strictipes,351524,species,6,118,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 332511, 351524]"
493,Otidea onotica,351658,species,6,831,"[48460, 47170, 48250, 372740, 152032, 48717, 792128, 57369, 351658]"
494,Porphyrellus porphyrosporus,351944,species,6,752,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 353207, 351944]"
495,Puccinia violae,352146,species,6,548,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 352146]"
496,Stropharia coronilla,352465,species,6,898,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 53283, 1445304, 352465]"
497,Claviceps purpurea,360212,species,6,938,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 123254, 123250, 1390997, 360212]"
498,Amanita battarrae,363601,species,6,52,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 906594, 363601]"
499,Cystolepiota seminuda,367291,species,6,302,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 179260, 367291]"
500,Gymnopus androsaceus,382517,species,6,1040,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 55293, 1134709, 382517]"
501,Lepiota subincarnata,382931,species,6,251,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 382931]"
502,Penicillium digitatum,383410,species,6,336,"[48460, 47170, 48250, 372740, 117868, 372776, 152547, 791866, 194449, 1148195, 1148206, 383410]"
503,Psathyrella bipellis,383829,species,6,1619,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 67745, 1179801, 383829]"
504,Vuilleminia comedens,384734,species,6,78,"[48460, 47170, 47169, 492000, 50814, 152211, 130932, 375298, 384734]"
505,Athelia arachnoidea,399803,species,6,1324,"[48460, 47170, 47169, 492000, 50814, 1094814, 152591, 176051, 175896, 399803]"
506,Agaricus urinascens,411042,species,6,54,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824802, 847564, 411042]"
507,Tricholoma acerbum,451025,species,6,46,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1377697, 451025]"
508,Cortinarius atrovirens,515019,species,6,41,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151859, 515019]"
509,Armillaria cepistipes,516125,species,6,152,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 55930, 516125]"
510,Hemileccinum depilatum,542660,species,6,62,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 542659, 542660]"
511,Neoerysiphe galeopsidis,565414,species,6,424,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394528, 373971, 565414]"
512,Russula amoenicolor,625439,species,6,39,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 1396116, 625439]"
513,Myxarium nucleatum,742831,species,6,5247,"[48460, 47170, 47169, 492000, 50814, 50815, 373315, 374950, 742831]"
514,Ganoderma pfeifferi,781305,species,6,36,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 48475, 559675, 781305]"
515,Mycena tintinnabulum,849305,species,6,110,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 849305]"
516,Pholiota lucifera,875130,species,6,56,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 64076, 1145103, 875130]"
517,Phaeotremella foliacea,901819,species,6,4268,"[48460, 47170, 47169, 492000, 83737, 48530, 1110023, 994028, 994056, 901819]"
518,Lepiota ignivolvata,922674,species,6,64,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 922674]"
519,Russula rubroalba,956113,species,6,17,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 956113]"
520,Metuloidea fragrans,984472,species,6,78,"[48460, 47170, 47169, 492000, 50814, 47380, 974717, 984468, 984472]"
521,Etheirodon fimbriatum,992719,species,6,168,"[48460, 47170, 47169, 492000, 50814, 47380, 974717, 992717, 992719]"
522,Infundibulicybe squamulosa,1348159,species,6,372,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1180517, 451027, 1348159]"
523,Hygrophorus pinophilus,1371271,species,6,32,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135949, 1371270, 1371271]"
524,Ramaria formosa,48770,species,5,270,"[48460, 47170, 47169, 492000, 50814, 891028, 55154, 48710, 48707, 48770]"
525,Hygrocybe punicea,51869,species,5,1836,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135226, 1135227, 51871, 1135479, 1135487, 1135488, 51869]"
526,Coprinopsis lagopus,55605,species,5,15355,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 48522, 1180062, 55605]"
527,Panus conchatus,59249,species,5,1927,"[48460, 47170, 47169, 492000, 50814, 47380, 974750, 59250, 59249]"
528,Mycena vitilis,63450,species,5,105,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 63450]"
529,Sarcomyxa serotina,63585,species,5,7082,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 1128531, 63586, 63585]"
530,Gymnopilus junonius,83196,species,5,7023,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 83198, 1155105, 83196]"
531,Conocybe apala,117227,species,5,12388,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55472, 117228, 117227]"
532,Rhodocollybia maculata,118168,species,5,1349,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 118165, 118168]"
533,Callistosporium luteo-olivaceum,118354,species,5,585,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1128007, 118357, 118354]"
534,Agaricus moelleri,118382,species,5,443,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824804, 793870, 118382]"
535,Russula aeruginea,122333,species,5,1919,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 1396255, 122333]"
536,Lactarius camphoratus,125689,species,5,681,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1046273, 125689]"
537,Russula luteotacta,130199,species,5,21,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 130199]"
538,Russula sardonia,130200,species,5,1218,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396270, 130200]"
539,Helvella macropus,153377,species,5,954,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 49206, 153377]"
540,Candelariella efflorescens,155092,species,5,998,"[48460, 47170, 48250, 372740, 152030, 152550, 69475, 155094, 155092]"
541,Clitocybe rivulosa,155494,species,5,607,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1155395, 1128513, 54625, 155494]"
542,Peziza arvernensis,179096,species,5,187,"[48460, 47170, 48250, 372740, 152032, 48717, 57373, 57372, 179096]"
543,Mycena stipata,179708,species,5,122,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 179708]"
544,Russula densifolia,194407,species,5,199,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167956, 1483295, 1396126, 194407]"
545,Taphrina deformans,244392,species,5,1052,"[48460, 47170, 48250, 791576, 152035, 152525, 192644, 192645, 244392]"
546,Porostereum spadiceum,332508,species,5,91,"[48460, 47170, 47169, 492000, 50814, 47380, 118075, 332509, 332508]"
547,Leccinum versipelle,343661,species,5,2321,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1199038, 54203, 1397469, 343661]"
548,Datronia mollis,350636,species,5,772,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 354186, 350636]"
549,Geastrum schmidelii,350834,species,5,41,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085908, 350834]"
550,Lactarius subdulcis,351308,species,5,140,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1046273, 351308]"
551,Laeticutis cristata,351337,species,5,206,"[48460, 47170, 47169, 492000, 50814, 48341, 54167, 1150984, 351337]"
552,Melanoleuca melaleuca,351522,species,5,394,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 332511, 351522]"
553,Trametes suaveolens,352556,species,5,618,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 47378, 352556]"
554,Phlebia rufa,383555,species,5,82,"[48460, 47170, 47169, 492000, 50814, 47380, 118046, 118085, 383555]"
555,Ramularia rubella,384093,species,5,2149,"[48460, 47170, 48250, 372740, 55174, 1037788, 144014, 153031, 375127, 384093]"
556,Uromyces erythronii,461581,species,5,77,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 320859, 461581]"
557,Agaricus bohusii,480762,species,5,123,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824804, 824809, 480762]"
558,Cortinarius bulliardii,515023,species,5,30,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151842, 1152363, 1455722, 515023]"
559,Lepiota brunneoincarnata,515954,species,5,70,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 515954]"
560,Boeremia hedericola,542217,species,5,676,"[48460, 47170, 48250, 372740, 55174, 793883, 58701, 773718, 542218, 542217]"
561,Rubroboletus legaliae,544555,species,5,58,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 544553, 544555]"
562,Flammulaster limulatus,548532,species,5,40,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416523, 154755, 548532]"
563,Mensularia radiata,559111,species,5,1465,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 559113, 559111]"
564,Hygrophorus lindtneri,602634,species,5,22,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135951, 1135953, 1135957, 602634]"
565,Lactarius circellatus,625891,species,5,77,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 625891]"
566,Tricholoma squarrulosum,806599,species,5,58,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444969, 1377698, 806599]"
567,Lactarius acerrimus,854518,species,5,60,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 854518]"
568,Hortiboletus bubalinus,875042,species,5,69,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 544547, 875042]"
569,Niveoporofomes spraguei,940037,species,5,4140,"[48460, 47170, 47169, 492000, 50814, 47380, 55974, 940038, 940037]"
570,Marasmius torquescens,948315,species,5,31,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 49545, 54067, 948315]"
571,Kneiffiella barba-jovis,1019803,species,5,28,"[48460, 47170, 47169, 492000, 50814, 57519, 1255668, 1019787, 1019803]"
572,Conocybe aeruginosa,1047567,species,5,12,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55472, 117228, 1047567]"
573,Geastrum michelianum,1085916,species,5,84,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085910, 1085916]"
574,Cortinarius sanguineus,55030,species,4,422,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1433686, 123890, 55030]"
575,Coprinellus flocculosus,56316,species,4,1740,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 56315, 1179721, 56316]"
576,Leotia lubrica,58669,species,4,5200,"[48460, 47170, 48250, 372740, 55523, 58671, 58672, 58673, 58669]"
577,Russula integra,62735,species,4,121,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1396119, 1396122, 62735]"
578,Mycena filopes,63466,species,4,593,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 63466]"
579,Arrhenia epichysium,67343,species,4,1297,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135219, 1135221, 67344, 67343]"
580,Chlorociboria aeruginosa,117999,species,4,499,"[48460, 47170, 48250, 372740, 55523, 49073, 791906, 54595, 117999]"
581,Stereum rameale,118106,species,4,45,"[48460, 47170, 47169, 492000, 50814, 48341, 55502, 55503, 118106]"
582,Tricholoma sejunctum,118207,species,4,213,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1377701, 118207]"
583,Tricholoma equestre,118215,species,4,1461,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1377701, 118215]"
584,Naucoria,118259,genus,4,343,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 118259]"
585,Phaeomarasmius erinaceus,118261,species,4,307,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416523, 118264, 118261]"
586,Psathyrella longipes,118272,species,4,3769,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 67745, 118272]"
587,Hygrophorus pudorinus,118323,species,4,104,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135949, 1135962, 1135967, 118323]"
588,Hypsizygus ulmarius,120862,species,4,3126,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 120863, 120862]"
589,Sarcodon squamosus,122334,species,4,525,"[48460, 47170, 47169, 492000, 50814, 52526, 52527, 122336, 122334]"
590,Crepidotus epibryus,123237,species,4,188,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416506, 118288, 123237]"
591,Asterophora lycoperdoides,125378,species,4,978,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 125377, 125378]"
592,Morchella angusticeps,133686,species,4,1275,"[48460, 47170, 48250, 372740, 152032, 48717, 56831, 56830, 1062676, 133686]"
