,gbifID,year,taxonID,scientificName,kingdom,phylum,class,order,family,subfamily,genus,subgenus,taxonRank,genericName,vernacularName,continent,country,municipality,locality,decimalLatitude,decimalLongitude,geodeticDatum
154693,3348445963,,ASV:a3a26a1ad98f7d111c3bae3f71809c63,Cytospora sp.,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,,Cytospora,,,,,,Serbia,,,,,
29288,1802769588,,53276,Dacrymyces stillatus,Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,,Dacrymyces,,species,,,,,,,45.8000525923,20.1414987445,EPSG:4326
136408,2236856072,,55973,Daedalea quercina,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,,Daedalea,,species,,,,,,,43.40548578,21.94611709,EPSG:4326
18505,4116583249,,124102,Daedaleopsis confragosa,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Daedaleopsis,,species,,,,,,,43.3377169722,21.5086399722,EPSG:4326
599735,4023420004,,http://tun.fi/MX.4884395,Daedaleopsis confragosa (Bolton : Fr.) J. Schröt.,Fungi,,,,,,,,species,,,,Serbia,,"Homolje, Debeli Lug",,,EPSG:4326
34630,3384516542,,940416,Daedaleopsis tricolor,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Daedaleopsis,,species,,,,,,,43.9391103456,19.3550876415,EPSG:4326
21635,4137695038,,121714,Daldinia concentrica,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,,Daldinia,,species,,,,,,,45.158297875,19.8127534613,EPSG:4326
379608,2513461177,,,Dasyobolus serbicus (Henn.) Sacc. & D.Sacc.,Fungi,,,,,,Dasyobolus,,species,,,Europe,Serbia,,Belgrado,,,WGS84
604928,3024276901,,144068,Dasyscyphella claviculata (Velen.) Baral & Svrček,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,,Dasyscyphella,,Species,,,,Serbia,Južnobački okrug/South Backa District,"Beočin, Zmajevac,Fruška Gora National Park",45.163215,19.760354,https://epsg.io/4326
30372,4039273613,,350636,Datronia mollis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Datronia,,species,,,,,,,45.1802141381,19.819998361,EPSG:4326
375098,2242878299,,498078,Deconica montana,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,,Deconica,,species,,,,,,,44.3427565256,20.5938848554,EPSG:4326
24301,1802650419,,895035,Desarmillaria tabescens,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,,Desarmillaria,,species,,,,,,,45.7720357092,20.1551297307,EPSG:4326
143687,3348615000,,ASV:667661ec2b9eecde62598a82c120046b,Desmazierella acicola,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,,Desmazierella,,,,,,Serbia,,Prijepolje,,,
342794,1212941988,,,Diaporthe arctii,Fungi,,,,,,Diaporthe,,,,,,Serbia,,Novi Sad,,,WGS84
143681,4153296541,,ASV:36a696a1544b00bcd5ae262f3465499f,Diaporthe eres,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,,Diaporthe,,,,,,Serbia,,,,,
154992,4153296543,,ASV:4350d3853c3df1f3ded40e8480ca39b2,Diaporthe foeniculina,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,,Diaporthe,,,,,,Serbia,,,,,
154600,3347755429,,ASV:ecff3733bfaa400b009378cfa989fd12,Diaporthe helianthi,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,,Diaporthe,,,,,,Serbia,,,,,
17413,3408675736,,ASV:0ee9ccd61eeddb223fec982b6f957190,"Diaporthe helianthi Muntañola-Cvetkovic, Mihaljcevic & M. Petrov, 1981",Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,,Diaporthe,,,,,,Serbia,,,,,
154035,3346939773,,ASV:da3840847eb0188ef057ef59b6899e5b,Diaporthe sp.,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,,Diaporthe,,,,,,Serbia,,,,,
398744,3759874904,,350663,Diatrype stigma,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,,Diatrype,,species,,,,,,,44.177829,19.946604,EPSG:4326
402354,2580079031,,350666,Diatrypella quercina,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,,Diatrypella,,species,,,,,,,45.798303,20.144544,EPSG:4326
399611,1802666079,,117422,Dibaeis baeomyces,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Icmadophilaceae,,Dibaeis,,species,,,,,,,42.8648961224,22.0086637917,EPSG:4326
33779,3384654898,,489840,Dichomitus campestris,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Dichomitus,,species,,,,,,,43.8635452418,21.4785075188,EPSG:4326
17533,4067278950,,354898,Diplocarpon rosae,Fungi,Ascomycota,Leotiomycetes,Helotiales,Drepanopezizaceae,,Diplocarpon,,species,,,,,,,44.8075575096,20.4024716683,EPSG:4326
387577,3347308866,,ASV:d3dcf1bb8bd8fa498078e818e0e8f31e,Diplodia sapinea,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,,Diplodia,,,,,,Serbia,,,,,
153921,3348829772,,ASV:26a001c643a9e7885c708a0b6c6a5160,Diplodia seriata,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,,Diplodia,,,,,,Serbia,,,,,
32498,3457105297,,488922,Diplodia tumefaciens,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,,Diplodia,,species,,,,,,,44.7938439181,20.382324093,EPSG:4326
604921,3024277223,,123096,"Diplonaevia Sacc., 1889",Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales fam Incertae sedis,,,,Genus,,,,Serbia,Južnobački okrug/South Backa District,Zmajevac,45.163215,19.760354,https://epsg.io/4326
375399,4103241371,,126911,Disciotis venosa,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,,Disciotis,,species,,,,,,,45.1871973943,19.7093838081,EPSG:4326
583770,4096977654,,1069001,Dissingia leucomelaena,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,,Dissingia,,species,,,,,,,44.8085499879,20.4026037671,EPSG:4326
29663,4145639740,,947428,Domestici,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,Coprinellus,,section,,,,,,,43.76602,21.935505,EPSG:4326
352278,3987263191,,ASV:5d9ca9323f1f656a7d15bffcbe6e1162,Dothistroma septosporum,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,,Dothistroma,,,,,,Serbia,,,43.52,19.82,
607998,3915307490,,1280949,Echinoderma asperum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Verrucosporaceae,,Echinoderma,,species,,,,,,,45.1776642468,19.8575956374,EPSG:4326
398064,4096884560,,559675,Elfvingia,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Ganoderma,,subgenus,,,,,,,43.4291916667,21.40095,EPSG:4326
604925,3024283877,,146009,"Encoelia glaberrima (Rehm) Kirschst., 1935",Fungi,Ascomycota,Leotiomycetes,Helotiales,Cenangiaceae,,Encoelia,,Species,,,,Serbia,South Backa District,Stražilovo,45.1669,19.9139,https://epsg.io/4326
18114,3923567722,,803000,Encoelia tiliacea,Fungi,Ascomycota,Leotiomycetes,Helotiales,Cenangiaceae,,Encoelia,,species,,,,,,,45.15995319,19.702114,EPSG:4326
381032,2846031086,,,Endophyllum sempervivi (Alb. & Schwein.) de Bary,Fungi,,,,,,,,,,,,RS,,"Prokletije-Gebirge, Gipfelpyramide des Starac",42.3,21.9,WGS84
608676,2566052656,,8f304fd8-eb5e-4d51-9192-13214a388512,Entoleuca mammata (Wahlenb.) J.D. Rogers & Y.M. Ju,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,,Entoleuca,,species,,,,,,Serbia,,,
33578,3456956479,,874988,Entoloma atromarginatum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,Entoloma,,species,,,,,,,45.14317779,19.51879969,EPSG:4326
27545,4137678153,,627792,Entoloma chalybeum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,Entoloma,,species,,,,,,,43.9063104,19.5420979,EPSG:4326
399274,4096478237,,344650,Entoloma clypeatum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,Entoloma,,species,,,,,,,45.8120899704,18.9500688761,EPSG:4326
34017,4134234075,,874992,Entoloma griseocyaneum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,Entoloma,,species,,,,,,,43.9378716508,19.5424258533,EPSG:4326
400011,1802722172,,500086,Entoloma hirtipes,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,Entoloma,,species,,,,,,,44.742833,20.540107,EPSG:4326
30461,3415436036,,1261788,Entoloma incarnatofuscescens,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,Entoloma,,species,,,,,,,45.1775,19.8458333333,EPSG:4326
402173,3902580713,,714687,Entoloma lampropus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,Entoloma,,species,,,,,,,43.9315616667,19.3049883333,EPSG:4326
400212,3961422521,,1419424,Entoloma nidorosum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,Entoloma,,species,,,,,,,45.1445080958,19.6086979472,EPSG:4326
399637,3398757127,,410778,Entoloma nitidum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,Entoloma,,species,,,,,,,43.9376265372,19.5251488078,EPSG:4326
402704,4075558938,,711802,Entoloma plebejum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,Entoloma,,species,,,,,,,44.7905705465,20.3729573109,EPSG:4326
29323,4091466246,,500144,Entoloma sepium,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,Entoloma,,species,,,,,,,45.135650512,19.678915215,EPSG:4326
34466,1847643739,,350740,Entoloma sericeum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,Entoloma,,species,,,,,,,43.394227546,21.9470357895,EPSG:4326
32974,4011525311,,510199,Entoloma sinuatum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,Entoloma,,species,,,,,,,43.2683625356,21.9194841385,EPSG:4326
583740,3860438034,,1348102,Entonaema cinnabarinum,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,,Entonaema,,species,,,,,,,45.15894611,19.5265904829,EPSG:4326
153591,3346102809,,ASV:d3704b15a8e705e201fabbb3a7c970a7,Epicoccum nigrum,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,,Epicoccum,,,,,,Serbia,,,,,
153695,3817588995,,ASV:19997a08aa15b648b202b83294e0884b,Eremothecium coryli,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,Eremothecium,,,,,,Serbia,,,,,
387751,3817733104,,ASV:99b4c138b028725e613f8262c7b09b26,Erysiphe alphitoides,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,,Erysiphe,,,,,,Serbia,,,,,
349685,4121207139,,979091,Erysiphe berberidis,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,,Erysiphe,,species,,,,,,,44.8062854657,20.4093243247,EPSG:4326
402436,4006772573,,556531,Erysiphe convolvuli,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,,Erysiphe,,species,,,,,,,44.8072528327,20.4010100719,EPSG:4326
398814,4006670600,,334922,Erysiphe cruciferarum,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,,Erysiphe,,species,,,,,,,44.8081070748,20.4130716199,EPSG:4326
143733,3346108862,,ASV:09a74a5cb86a32478762a62d017b2865,Erysiphe neolycopersici,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,,Erysiphe,,,,,,Serbia,,,,,
30826,4014995688,,382273,Erysiphe platani,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,,Erysiphe,,species,,,,,,,44.8086495902,20.4026921754,EPSG:4326
27875,2294548298,,334923,Erysiphe polygoni,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,,Erysiphe,,species,,,,,,,44.841597,20.40773963,EPSG:4326
29826,4046469670,,992719,Etheirodon fimbriatum,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,,Etheirodon,,species,,,,,,,45.2731746794,19.5030786007,EPSG:4326
154763,3346106516,,ASV:2f6fab61bb0de4aa9863a371726079ee,Eutypa lata,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,,Eutypa,,,,,,Serbia,,,,,
604919,3024288581,,147260,"Evernia divaricata (L.) Ach., 1810",Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,,Evernia,,Species,,,,Serbia,,"Tara National Park, Tara mountain",19.49928000,43.91224000,https://epsg.io/4326
153008,4121201785,,123175,Evernia prunastri,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,,Evernia,,species,,,,,,,43.8869337419,19.389525054,EPSG:4326
397810,3457214705,,55568,Exidia glandulosa,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,,Exidia,,species,,,,,,,45.1825754114,19.817834571,EPSG:4326
397342,1802744475,,350760,Exidia nigricans,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,,Exidia,,species,,,,,,,45.7976160063,20.1409542561,EPSG:4326
607999,1806346267,,129027,Exidia recisa,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,,Exidia,,species,,,,,,,45.7974458339,20.1330766082,EPSG:4326
589606,2013763788,,472765,Exidia repanda,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,,Exidia,,species,,,,,,,45.7987417484,20.1415148377,EPSG:4326
28192,3994178203,,335990,Exidia truncata,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,,Exidia,,species,,,,,,,45.1433765729,19.843922892,EPSG:4326
385228,1677313195,,350767,Faerberia carbonaria,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,,Faerberia,,species,,,,,,,44.748342,20.531661,EPSG:4326
28308,3456574446,,123897,Fistulina hepatica,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,,Fistulina,,species,,,,,,,45.1485584263,19.7072390912,EPSG:4326
402616,2999213793,,548532,Flammulaster limulatus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tubariaceae,,Flammulaster,,species,,,,,,,44.2899752593,20.5274139717,EPSG:4326
19976,4028666202,,518756,Flammulaster muricatus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tubariaceae,,Flammulaster,,species,,,,,,,45.1656704652,19.7044033265,EPSG:4326
356348,3457165428,,67595,Flammulina,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,,Flammulina,,genus,,,,,,,44.7921118799,20.4111301526,EPSG:4326
18299,4076365251,,629164,Flammulina fennae,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,,Flammulina,,species,,,,,,,45.196344199,19.6787307321,EPSG:4326
18073,4076037806,,498109,Flammulina populicola,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,,Flammulina,,species,,,,,,,45.2216040024,19.6945673649,EPSG:4326
31827,3108983423,,67594,Flammulina velutipes,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,,Flammulina,,species,,,,,,,44.7918215989,20.412610732,EPSG:4326
157121,3759536338,,117943,Flavoparmelia caperata,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,,Flavoparmelia,,species,,,,,,,44.17122,19.969519,EPSG:4326
24147,2438227933,1969,,Flavoplaca citrina,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,,Flavoplaca,,species,,,EUROPE,Serbia,,"Dalmatia. Insula Korcula: Banja Zrnovska, ca 30 m s.m.",,,
155134,3859133865,,347894,Floccularia luteovirens,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Squamanitaceae,,Floccularia,,species,,,,,,,45.1731312652,19.6963970132,EPSG:4326
610637,3764126220,,127510,Fomes fomentarius,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Fomes,,species,,,,,,,44.6094089722,22.29288,EPSG:4326
599742,4023432736,,http://tun.fi/MX.205930,Fomes fomentarius (L.: Fr.) J. Kickx f.,Fungi,,,,,,,,species,,,,Serbia,,"Homolje, Debeli Lug",,,EPSG:4326
400353,1802716688,,1393185,Fomitiporia hartigii,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,,Fomitiporia,,species,,,,,,,45.7967038953,20.1377356052,EPSG:4326
607090,4075581942,,485958,Fomitiporia robusta,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,,Fomitiporia,,species,,,,,,,45.1492090029,19.7554695288,EPSG:4326
31989,1699378700,,775410,Fomitopsis betulina,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,,Fomitopsis,,species,,,,,,,44.746997,20.530572,EPSG:4326
610649,3415813143,,1144140,Fomitopsis iberica,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,,Fomitopsis,,species,,,,,,,45.2224722957,19.601247513,EPSG:4326
158321,3903180954,,1098280,Fomitopsis pinicola,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,,Fomitopsis,,species,,,,,,,43.941155,19.303555,EPSG:4326
387662,3348084469,,ASV:1a74bf94106a4a522a5689ae68516980,Fusarium avenaceum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,Fusarium,,,,,,Serbia,,,,,
154725,3348738405,,ASV:1f309c6df22bbb8cf09c23990161a05e,Fusarium boothii,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,Fusarium,,,,,,Serbia,,,,,
387526,3346485564,,ASV:b567beb9183f9724318f2d4876e3d6f9,Fusarium coeruleum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,Fusarium,,,,,,Serbia,,,,,
143734,3346109100,,ASV:8fb12e0d9bf68c4e81dd6f5b985db881,Fusarium equiseti,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,Fusarium,,,,,,Serbia,,,,,
143699,3348711625,,ASV:ba17604dc8d08cbf5a4bbdd696b7cba1,Fusarium graminearum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,Fusarium,,,,,,Serbia,,,,,
387379,3348243693,,ASV:856b418d2899a4fe9aea5bfa3e0c09bb,Fusarium incarnatum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,Fusarium,,,,,,Serbia,,,,,
387805,3346244741,,ASV:d83c58ae5ab176d151d5cb9aa63068d9,Fusarium oxysporum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,Fusarium,,,,,,Serbia,,,,,
143641,3349196153,,ASV:8d1408d7813a52fcd3ed9f73828dbfad,Fusarium oxysporum f. sp. narcissi,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,Fusarium,,,,,,Serbia,,,,,
154684,3817592086,,ASV:6735d8532b6a4924e6e5e3fe9c5429dd,Fusarium proliferatum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,Fusarium,,,,,,Serbia,,,,,
154954,3348186724,,ASV:90b293921039550690c22ce3a3cc4dda,Fusarium sporotrichioides,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,Fusarium,,,,,,Serbia,,,,,
154547,3817753166,,ASV:6ffb87644774526f3b1d20632fe9ba1b,Fusarium subglutinans,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,Fusarium,,,,,,Serbia,,,,,
153799,3347880107,,ASV:08fc2156ba90b46a670f9f93cc955a66,Fusarium thapsinum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,Fusarium,,,,,,Serbia,,,,,
144351,3348158795,,ASV:87dfe522dbc93e8ada052449abfbb42f,Fusarium tricinctum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,Fusarium,,,,,,Serbia,,,,,
143802,3968732857,,ASV:14ec48c7f416dfff98b7f3f3ead314ba,Fusarium verticillioides,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,Fusarium,,,,,,Serbia,,,,,
154872,3346759440,,ASV:f0cc4c0b93ca091bf1e91ba633cae28f,Fusarium vorosii,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,Fusarium,,,,,,Serbia,,,,,
33914,3961282365,,995149,Fuscoporia torulosa,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,,Fuscoporia,,species,,,,,,,45.1716717734,19.911621362,EPSG:4326
155222,4133891777,,1110801,Galactinia saniosa,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,,Galactinia,,species,,,,,,,45.1543036589,19.5037422699,EPSG:4326
358174,3903673318,,118292,Galerina badipes,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,,Galerina,,species,,,,,,,43.9173591667,19.4234538667,EPSG:4326
29562,3986053998,,516129,Galerina graminea,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,,Galerina,,species,,,,,,,45.1216434702,19.7335739745,EPSG:4326
396930,4102867345,,154735,Galerina marginata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,,Galerina,,species,,,,,,,45.1870664838,19.704760015,EPSG:4326
134830,3109192430,,48475,Ganoderma,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Ganoderma,,genus,,,,,,,43.8582653513,20.5309732631,EPSG:4326
384412,3391633700,,63509,Ganoderma adspersum,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Ganoderma,,species,,,,,,,44.7885346595,20.4200250283,EPSG:4326
597639,4103097749,,48473,Ganoderma applanatum,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Ganoderma,,species,,,,,,,45.1665331976,19.738020963,EPSG:4326
33150,1802649832,,179171,Ganoderma australe,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Ganoderma,,species,,,,,,,44.779747,20.389488,EPSG:4326
28096,3408023879,,125932,Ganoderma lucidum,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Ganoderma,,species,,,,,,,45.1751282997,19.6921934997,EPSG:4326
607611,3398846761,,781305,Ganoderma pfeifferi,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Ganoderma,,species,,,,,,,45.1574506997,19.8097534,EPSG:4326
34416,4028806917,,328280,Ganoderma resinaceum,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Ganoderma,,species,,,,,,,45.1626521623,19.7041400972,EPSG:4326
396582,3327957610,,179170,Geastrum berkeleyi,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,,Geastrum,,species,,,,,,,43.353206485,22.5559321046,EPSG:4326
375385,4054823393,,179168,Geastrum corollinum,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,,Geastrum,,species,,,,,,,46.1468214314,19.754162617,EPSG:4326
401006,1677256598,,179167,Geastrum fimbriatum,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,,Geastrum,,species,,,,,,,44.222355,19.862423,EPSG:4326
397598,1677290487,,179257,Geastrum fornicatum,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,,Geastrum,,species,,,,,,,42.4154728474,21.7122459412,EPSG:4326
588945,1677290259,,566390,Geastrum melanocephalum,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,,Geastrum,,species,,,,,,,43.1806463597,22.1759033203,EPSG:4326
30864,3466151867,,350834,Geastrum schmidelii,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,,Geastrum,,species,,,,,,,44.913039468,21.1258085287,EPSG:4326
27600,1703191455,,350836,Geastrum striatum,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,,Geastrum,,species,,,,,,,44.7463,20.532392,EPSG:4326
335874,3415844460,,63076,Geastrum triplex,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,,Geastrum,,species,,,,,,,46.1463231808,19.7535232455,EPSG:4326
352189,3415873346,,58686,Geopora arenicola,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,,Geopora,,species,,,,,,,46.1585240278,19.6085625887,EPSG:4326
358102,3455711547,,859256,Geopora foliacea,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,,Geopora,,species,,,,,,,45.2058333333,19.7133333333,EPSG:4326
352583,3802602326,,538588,Geopora sumneriana,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,,Geopora,,species,,,,,,,44.8076193848,20.4031974255,EPSG:4326
396971,1703191369,,348711,Gliophorus psittacinus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,,Gliophorus,,species,,,,,,,44.749279,20.535594,EPSG:4326
384303,4046465979,,1377114,Gliophorus sciophanus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,,Gliophorus,,species,,,,,,,45.1734484469,19.6461197777,EPSG:4326
157218,3384090663,,382464,Gloeophyllum abietinum,Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,,Gloeophyllum,,species,,,,,,,43.9942257839,21.0058590397,EPSG:4326
31368,3859467690,,350861,Gloeophyllum odoratum,Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,,Gloeophyllum,,species,,,,,,,43.9178516667,19.4261216667,EPSG:4326
345678,4014953806,,67338,Gloeophyllum sepiarium,Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,,Gloeophyllum,,species,,,,,,,45.2077343178,19.8012508079,EPSG:4326
578762,4075844206,,192652,Gloeophyllum trabeum,Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,,Gloeophyllum,,species,,,,,,,45.2312676892,19.686121591,EPSG:4326
599741,4023426633,,http://tun.fi/MX.205947,Gloeophyllum trabeum (Pers.) Murrill,Fungi,,,,,,,,species,,,,Serbia,,"Village of Deliblato, Crna bara marsh",44.82,21.03,EPSG:4326
134132,3415977638,,202418,Gloeoporus dichrous,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,,Gloeoporus,,species,,,,,,,45.178121225,19.6462184584,EPSG:4326
342796,1212935947,,,Glomerella glycines,Fungi,,,,,,Glomerella,,,,,,Serbia,,Novi Sad,,,WGS84
154020,3346814176,,ASV:5b1a7ee80364759152dbef1dda051917,Gnomoniopsis idaeicola,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,,Gnomoniopsis,,,,,,Serbia,,,,,
157356,1802705563,,48424,Gomphidius glutinosus,Fungi,Basidiomycota,Agaricomycetes,Boletales,Gomphidiaceae,,Gomphidius,,species,,,,,,,43.332058,20.810444,EPSG:4326
3697,3966465507,,54121,Gomphus clavatus,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,,Gomphus,,species,,,,,,,43.3249662151,20.7653678209,EPSG:4326
